"senador","nro_de_orden","inicio_periodo_legal","cese_periodo_legal","inicio_periodo_real","cese_periodo_real","provincia","partido_politico","reemplazo","observaciones"
"VALLEJO,  CARLOS",3313,"1925-05-01","1934-04-30","1926-08-05","1930-09-06","LA RIOJA","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","REEMPLAZA A DAVID LUNA POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930."
"VERA BARROS,  PEDRO CESAR",3320,"1958-03-31","1964-04-30","1958-03-31","1962-09-06","LA RIOJA","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962."
"MORILLO,  CARLOS ARGENTINO",3321,"1963-08-12","1972-04-30","1963-08-12","1966-06-28","LA RIOJA","U. C. R. DEL PUEBLO","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966."
"GUIDO,  TOMAS",3323,"1854-10-17","1863-04-30","1855-06-17","1861-12-12","SAN JUAN","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"RAWSON,  GUILLERMO",3324,"1862-05-26","1871-04-30","1862-05-26","1862-10-13","SAN JUAN","SIN ESPECIFICAR","LASPIUR,  SATURNINO M.","RENUNCIA EN 1862 PARA SER MINISTRO DEL INTERIOR DE LA NACIÓN. LO REEMPLAZA SATURNINO LASPIUR (1863) Y TADEO ROJO (1864/1871."
"RAWSON,  GUILLERMO",3324,"1868-05-01","1877-04-30","1874-06-06","1877-04-30","SAN JUAN","SIN ESPECIFICAR","IGARZABAL,  RAFAEL","COMPLETA EL PERIODO DE GELON MARTINEZ QUE FALLECIO."
"MACIA,  SALVADOR",3372,"1889-05-14","1898-04-30","1893-10-17","1895-01-15","ENTRE RÍOS","SIN ESPECIFICAR","CARBO,  ENRIQUE","COMPLETA EL PERIODO DE ANTONIO CRESPO. RENUNCIA EN 1895 PARA SER GOBERNADOR DE LA PROVINCIA DE ENTRE RIOS. LO REEMPLAZA ENRIQUE CARBO."
"MACIA,  SALVADOR",3372,"1898-04-28","1907-04-30","1899-04-28","1907-04-30","ENTRE RÍOS","SIN ESPECIFICAR","MACIA,  SALVADOR","COMPLETA EL PERIODO DE LEONIDAS ECHAGUE."
"MACIA,  SALVADOR",3372,"1907-04-30","1916-04-30","1907-04-30","1916-04-30","ENTRE RÍOS","SIN ESPECIFICAR","MELO,  LEOPOLDO","REELECTO."
"MELO,  LEOPOLDO",3373,"1916-05-01","1925-04-30","1917-06-05","1925-04-30","ENTRE RÍOS","UNIÓN CÍVICA RADICAL","MELO,  LEOPOLDO","REEMPLAZA A SALVADOR MACIA POR EXPIRACION DE MANDATO."
"MELO,  LEOPOLDO",3373,"1925-04-28","1934-04-30","1925-04-28","1930-09-06","ENTRE RÍOS","UNIÓN CÍVICA RADICAL","DISOLUCION DEL P. LEGISLATIVO,","REELECTO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930."
"NUÑEZ,  EUGENIO",3383,"1854-10-17","1863-04-30","1857-05-12","1861-12-12","ENTRE RÍOS","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","COMPLETA EL PERIODO DE BALDOMERO GARCIA Y JOSE GALAN. DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861. SE DECLARA EN RECESO EL P.E.N., BARTOLOME MITRE EN SU CARACTER DE GOBERNADOR DE LA PROVINCIA DE BUENOS AIRES ASUME EL P.E.N."
"ECHAGÜE,  PASCUAL",3626,"1854-10-17","1857-04-30","1854-11-28","1857-04-30","CATAMARCA","SIN ESPECIFICAR","ECHAGÜE,  PASCUAL",NA
"ECHAGÜE,  PASCUAL",3626,"1857-05-12","1866-04-30","1857-05-12","1861-05-14","CATAMARCA","SIN ESPECIFICAR","VACANTE HASTA DISOLUC.P.L.,","REELECTO. RENUNCIA EN 1861. REPRESENTA A LA PROVINCIA DE SANTA FE (1861/1869). DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"ECHAGÜE,  PASCUAL",3626,"1860-05-01","1869-04-30","1861-05-14","1861-12-12","SANTA FE","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"ITURRALDE,  ANTONIO",3175,"1958-03-31","1961-04-30","1958-03-31","1961-04-30","FORMOSA","SIN ESPECIFICAR","GENTILI,  CARLOS",NA
"GENTILI,  CARLOS",3176,"1961-04-29","1970-04-30","1961-04-29","1962-09-06","FORMOSA","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","REEMPLAZA A ITURRALDE POR EXPIRACION DE MANDATO. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1962."
"NAVARRO,  ANGEL",3627,"1862-05-24","1871-04-30","1862-05-24","1871-04-30","CATAMARCA","SIN ESPECIFICAR","NAVARRO,  MANUEL JOSE",NA
"VITTI,  ALFONSO ANDRES",3177,"1963-08-12","1972-04-30","1963-08-12","1966-06-28","FORMOSA","U. C. R. DEL PUEBLO","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966."
"NAVARRO,  MANUEL JOSE",3628,"1871-07-01","1880-04-30","1871-07-01","1880-04-30","CATAMARCA","SIN ESPECIFICAR","NAVARRO,  MANUEL JOSE","REEMPLAZA A ANGEL NAVARRO POR EXPIRACION DE MANDATO."
"NAVARRO,  MANUEL JOSE",3628,"1880-07-03","1889-04-30","1880-07-03","1889-04-30","CATAMARCA","SIN ESPECIFICAR","DEL PINO,  ANTONIO","REELECTO."
"VALLE DE GONZALEZ,  LENI ROSA",3178,"1973-05-03","1977-03-31","1973-05-03","1976-03-24","FORMOSA","JUSTICIALISTA","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL PODER LEGISLATIVO EL 24 DE MARZO DE 1976."
"DEL PINO,  ANTONIO",3629,"1889-05-02","1898-04-30","1889-05-02","1898-04-30","CATAMARCA","SIN ESPECIFICAR","HERRERA,  JULIO","REEMPLAZA A MANUEL NAVARRO POR EXPIRACION DE MANDATO."
"DEL PINO,  ANTONIO",3629,"1907-04-30","1916-04-30","1907-04-30","1916-04-30","CATAMARCA","SIN ESPECIFICAR","MOLINA,  EMILIO","REEMPLAZA A JULIO HERRERA POR EXPIRACION DE MANDATO."
"FERRE,  PEDRO",3263,"1854-10-17","1863-04-30","1854-10-17","1861-12-12","CATAMARCA","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"ACUÑA,  RAMON EDGARDO",3189,"1963-08-12","1972-04-30","1963-08-12","1966-06-28","CATAMARCA","U. C. R. DEL PUEBLO","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL PODER LEGISLATIVO EL 28 DE JUNIO DE 1966."
"CRESPO,  ANTONIO",3543,"1854-10-17","1860-04-30","1855-06-19","1860-04-30","SANTIAGO DEL ESTERO","SIN ESPECIFICAR","BORGES,  JUAN FRANCISCO",NA
"BORGES,  JUAN FRANCISCO",3544,"1860-05-11","1869-04-30","1860-05-24","1861-12-12","SANTIAGO DEL ESTERO","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"BORGES,  JUAN FRANCISCO",3544,"1862-05-24","1868-04-30","1862-05-24","1868-04-30","SANTIAGO DEL ESTERO","SIN ESPECIFICAR","BORGES,  JUAN FRANCISCO","COMPLETA EL PERIODO DE ANTONIO TABOADA QUE NO SE INCORPORA."
"BORGES,  JUAN FRANCISCO",3544,"1868-05-23","1874-04-30","1868-05-23","1874-04-30","SANTIAGO DEL ESTERO","SIN ESPECIFICAR","FRIAS,  LUIS","REELECTO."
"BARROS,  NICOLAS",3291,"1880-05-01","1889-04-30","1881-05-07","1889-04-30","LA RIOJA","SIN ESPECIFICAR","FUENTE,  MAXIMINO DE LA","REEMPLAZA A ABEL BAZAN POR EXPIRACION DE MANDATO."
"BARROS,  NICOLAS",3291,"1889-05-16","1898-04-30","1895-11-18","1896-08-17","LA RIOJA","SIN ESPECIFICAR","GARCIA,  ANTONIO P.","COMPLETA EL PERIODO DE FRANCISCO BUSTOS. FALLECE EN 1896. LO REEMPLAZA ANTONIO GARCIA. (1896/1898)."
"RUIZ VILLASUSO,  EDUARDO PIO",3006,"1953-04-25","1955-04-30","1953-04-25","1955-04-30","CHACO","SIN ESPECIFICAR","TAVELLA,  PEDRO CESAR","LA PROVINCIA DE CHACO SE LLAMO PRESIDENTE PERON DE 1953 A 1955."
"CASCO DE AGUER, MARIA DEL CARMEN",3001,"1953-04-25","1958-04-30","1953-04-25","1955-09-21","CHACO","PERONISTA","DISOLUCION DEL P. LEGISLATIVO,","CHACO SE  LLAMA PRESIDENTE PERON. DISOLUCION DEL PODER LEGISLATIVO EL 21/09/1955."
"ELIAS,  ANGEL",3386,"1854-10-17","1863-04-30","1855-05-25","1861-12-12","LA RIOJA","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA EL 12 DE DICIEMBRE DE 1861."
"IGARZABAL,  RAFAEL",3015,"1892-05-23","1901-04-30","1892-05-23","1901-04-30","CIUDAD AUTÓNOMA de BUENOS AIRES","SIN ESPECIFICAR","URIBURU,  JOSE EVARISTO","REEMPLAZA A LEANDRO N. ALEM POR EXPIRACION DE MANDATO."
"ROCA,  JULIO ARGENTINO",3013,"1888-11-03","1892-04-30","1888-11-03","1890-08-09","CIUDAD AUTÓNOMA de BUENOS AIRES","SIN ESPECIFICAR","ALEM,  LEANDRO NICEFORO","COMPLETA EL PERIODO DE DIEGO DE ALVEAR. RENUNCIA EN 1890 PARA SER MINISTRO DEL INTERIOR. LO REEMPLAZA LEANDRO ALEM HASTA EXPIRACION DE MANDATO."
"LEIVA,  MANUEL",3468,"1860-05-01","1869-04-30","1861-04-05","1861-12-12","ENTRE RÍOS","SIN ESPECIFICAR","DISOLUCION DEL P. LEGISLATIVO,","DISOLUCION DEL CONGRESO DE PARANA, EL 12 DE DICIEMBRE DE 1861."
"NOUGUES, MIGUEL M.",3588,"1883-04-30","1892-04-30","1883-04-30","1892-04-30","TUCUMÁN","SIN ESPECIFICAR","ROCA, JULIO ARGENTINO","REEMPLAZA A TIBURCIO PADILLA POR EXPIRACION DE MANDATO."
"ARAUJO, RAMON A.",49,"1983-11-29","1992-12-09","1983-11-29","1985-06-04","TUCUMÁN","JUSTICIALISTA","JIMENEZ MONTILLA, ARTURO I.","FALLECE EN 1985. LO REEMPLAZA ARTURO GIMENEZ MONTILLA."
"TORINO, HECTOR OMAR",265,"1995-11-29","2001-12-09","2001-03-14","2001-12-09","SAN LUIS","JUSTICIALISTA","OCHOA, RAÚL ERNESTO","COMPLETA EL PERIODO DE QUINZIO QUE RENUNCIO, DE BARTOLUCCI QUE FALLECIO Y DE SERGNESE QUE RENUNCIO."
"NEGRE DE ALONSO, LILIANA TERESITA",266,"1998-12-09","2001-12-09","2001-03-14","2001-12-09","SAN LUIS","JUSTICIALISTA","NEGRE DE ALONSO, LILIANA TERESITA","REEMPLAZA A ALBERTO RODRIGUEZ SAA."
"COSTA, EDUARDO RAÚL",490,"2017-12-10","2023-12-09","2017-12-10","Sin Datos","SANTA CRUZ","UNION PARA VIVIR MEJOR CAMBIEMOS","GONZÁLEZ, PABLO G.",NA
"IANNI, ANA MARÍA",492,"2017-12-10","2023-12-09","2017-12-10","Sin Datos","SANTA CRUZ","FRENTE PARA LA VICTORIA","MARTÍNEZ, ALFREDO ANSELMO",NA
"PORCEL DE RICCOBELLI, BLANCA",493,"2017-12-10","2019-12-09","2017-12-10","Sin Datos","SANTIAGO DEL ESTERO","ALIANZA FRENTE CÍVICO","ZAMORA, GERARDO","COMPLETA PERIODO DE SENADOR ZAMORA, QUIEN RENUNCIO A SU BANCA PARA ASUMIR LA GOBERNACION DE LA PROVINCIA DE SANTIAGO DEL ESTERO A PARTIR DEL 10 DE DICIEMBRE DE 2017."
"BRAVO,  MARIO",3036,"1923-03-20","1931-04-30","1923-03-20","1930-09-06","CIUDAD AUTÓNOMA de BUENOS AIRES","SOCIALISTA","DISOLUCION DEL P. LEGISLATIVO,","SE DENOMINA CAPITAL FEDERAL A LA ACTUAL CIUDAD AUTONOMA DE BUENOS AIRES. COMPLETA EL PERIODO DE TOMAS LE BRETON. DISOLUCION DEL PODER LEGISLATIVO EL 6 DE SEPTIEMBRE DE 1930."
"FUNES, CARLOS DELCIO",264,"1995-12-13","2001-12-09","2001-03-07","2001-07-29","SANTA FE","JUSTICIALISTA","ROBLES, MIGUEL ANGEL","REEMPLAZA AL SENADOR DI PIETRO QUE FALLECIO EL 24 DE DICIEMBRE DE 2000.  EL SENADOR FUNES FALLECE EL 29 / 07 / 2001 LO REEMPLAZA EL SENADOR MIGUEL ANGEL ROBLES."
"MARTINEZ PELAEZ, NELIDA SUSANA",263,"1995-11-29","2001-12-09","2000-11-29","2001-12-09","SANTA CRUZ","UNIÓN CÍVICA RADICAL","PRADES, CARLOS ALFONSO","REEMPLAZA A JUAN MELGAREJO."
"LOZA, JUAN CARLOS",262,"1992-12-02","2001-12-09","2000-07-12","2001-12-10","SAN JUAN","CRUZADA RENOVADORA DE SAN JUAN","MARTIN, FLORIANA NÉLIDA","REEMPLAZA A ALFREDO AVELIN POR ASUMIR ESTE LA GOBERNACION DE SAN JUAN."
"IGARZABAL,  RAFAEL",3015,"1877-05-03","1886-04-30","1877-05-03","1886-04-30","SAN JUAN","SIN ESPECIFICAR","GIL,   ANACLETO","REEMPLAZA A GUILLERMO RAWSON POR EXPIRACION DE MANDATO."
"GOITIA,  CASIANO JOSE",3151,"1854-10-17","1857-04-30","1855-08-13","1857-04-30","SALTA","SIN ESPECIFICAR","ES SENADOR SUPLENTE,","ES SENADOR SUPLENTE."
"TEJADA,  SATURNINO",3152,"1857-05-01","1860-04-30","1859-06-25","1860-04-30","SALTA","SIN ESPECIFICAR","ES SENADOR SUPLENTE,","ES SENADOR SUPLENTE."
"FILMUS, DANIEL FERNANDO",375,"2007-12-10","2013-12-09","2007-12-10","2013-12-09","CIUDAD AUTÓNOMA de BUENOS AIRES","ALIANZA FRENTE PARA LA VICTORIA","SOLANAS, FERNANDO EZEQUIEL",NA
"OSUNA, BLANCA INES",380,"2007-12-10","2013-12-09","2007-12-10","2011-12-09","ENTRE RÍOS","ALIANZA FRENTE JUSTICIALISTA PARA LA VICTORIA","SENADORA EN EJERCICIO,","RENUNCIO POR DR-1366/11 PARA OCUPAR EL CARGO DE INTENDENTA DE LA MUNICIPALIDAD DE LA CIUDAD DE PARANA"
"VERA, ARTURO",381,"2007-12-10","2013-12-09","2007-12-10","2013-12-09","ENTRE RÍOS","UNIÓN CÍVICA RADICAL","DE ANGELI, ALFREDO LUIS",NA
"FUENTES, MARCELO JORGE",382,"2007-12-10","2013-12-09","2007-12-10","2013-12-09","NEUQUÉN","ALIANZA FRENTE PARA LA VICTORIA","LORES, HORACIO",NA
"ROCA, AGUSTIN",3630,"1857-05-01","1860-04-30","1859-07-19","1860-04-30","CÓRDOBA","SIN ESPECIFICAR","ES SENADOR SUPLENTE,","ES SENADOR SUPLENTE."
"PAZ, MARCOS",3582,"1854-10-17","1857-04-30","1854-10-17","1855-05-25","TUCUMÁN","SIN ESPECIFICAR","ES SENADOR SUPLENTE,","ES SENADOR SUPLENTE, PASA A TITULAR."
"ROBLES, MIGUEL ANGEL",267,"1995-12-13","2001-12-09","2001-08-08","2001-12-09","SANTA FE","JUSTICIALISTA","LATORRE, ROXANA ITATÍ","REEMPLAZA AL SENADOR FUNES QUE FALLECE EL 29 / 07 / 2001."
"CONTATO CAROL, EDUARDO RAMON",268,"1995-11-29","2001-12-09","2001-08-15","2001-12-09","SANTIAGO DEL ESTERO","JUSTICIALISTA","JUAREZ, CARLOS ARTURO","REEMPLAZA AL SENADOR VAQUIR QUE RENUNCIA PARA SER EMBAJADOR EN KUWAIT."
"DUHALDE, EDUARDO ALBERTO",269,"2001-12-10","2005-12-09","2001-12-10","2002-01-04","BUENOS AIRES","JUSTICIALISTA","CAFIERO, ANTONIO FRANCISCO","REEMPLAZA  AL SENADOR CAFIERO POR EXPIRACION DE MANDATO. RENUNCIA PARA SER PRESIDENTE DE LA NACIÓN ELEGIDO POR LA ASAMBLEA LEGISLATIVA."
"MULLER, MABEL HILDA",270,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","BUENOS AIRES","JUSTICIALISTA","PAMPURO, JOSÉ JUAN BAUTISTA","REEMPLAZA AL SENADOR VILLAVERDE POR EXPIRACION DEL MANDATO."
"BRIZUELA DEL MORAL, EDUARDO SEGUNDO",275,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CATAMARCA","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","CASTILLO, OSCAR ANÍBAL",NA
"BARRIONUEVO, JOSÉ LUIS",277,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CATAMARCA","JUSTICIALISTA","SAADI, RAMÓN EDUARDO",NA
"ALFONSIN, RAÚL RICARDO",271,"2001-12-10","2005-12-09","2001-12-12","2002-07-03","BUENOS AIRES","UNIÓN CÍVICA RADICAL","CONTI, DIANA BEATRIZ","REEMPLAZA AL SENADOR MOREAU POR EXPIRACION DE MANDATO. RENUNCIA EL 03/07/2002, LO REEMPLAZA LA SENADORA DIANA CONTI."
"TERRAGNO, RODOLFO",272,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","CIUDAD AUTÓNOMA de BUENOS AIRES","UNIÓN CÍVICA RADICAL","ESTENSSORO, MARÍA EUGENIA","REEMPLAZA AL SENADOR CORACH POR EXPIRACION DE MANDATO"
"COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE",276,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CATAMARCA","FRENTE CÍVICO Y SOCIAL DE CATAMARCA","COLOMBO de ACEVEDO, MARÍA TERESITA DEL VALLE","REEMPLAZA AL SENADOR VILLARROEL POR EXPIRACION DE MANDATO."
"IBARRA, VILMA LIDIA",273,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","CIUDAD AUTÓNOMA de BUENOS AIRES","FREPASO","CABANCHIK, SAMUEL MANUEL","REEMPLAZA AL SENADOR GARCIA ARECHA POR EXPIRACION DE MANDATO."
"MORO, EDUARDO ANÍBAL",283,"2001-12-10","2007-12-09","2001-12-10","2003-12-04","CHACO","UNIÓN CÍVICA RADICAL","MASTANDREA, ALICIA ESTER","REEMPLAZA AL SENADOR LEÓN POR EXPIRACION DE MANDATO."
"CAPITANICH, JORGE MILTON",285,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","CHACO","JUSTICIALISTA","NIKISCH, ROY ABELARDO","REEMPLAZA AL SENADOR ZALAZAR POR EXPIRACION DE MANDATO."
"GUINLE, MARCELO ALEJANDRO HORACIO",288,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CHUBUT","JUSTICIALISTA","GUINLE, MARCELO ALEJANDRO HORACIO","REEMPLAZA AL SENADOR SAEZ POR EXPIRACION DE MANDATO."
"MAESTRO, CARLOS",286,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CHUBUT","UNIÓN CÍVICA RADICAL","MASSONI, NORBERTO","REEMPLAZA AL SENADOR SALA POR EXPIRACION DE MANDATO."
"RASO, MARTA ETHEL",287,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CHUBUT","UNIÓN CÍVICA RADICAL","GIUSTI, SILVIA ESTER","REEMPLAZA AL SENADOR ALTUNA POR EXPIRACION DE MANDATO."
"HALAK, BEATRIZ SUSANA",279,"2001-12-10","2003-12-09","2001-12-10","2003-08-06","CÓRDOBA","JUSTICIALISTA","BERMEJO, NORMA NÉLIDA","REEMPLAZA AL SENADOR ANGELOZ POR EXPIRACION DE MANDATO."
"MARTI, RUBEN AMÉRICO",280,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CÓRDOBA","UNIÓN CÍVICA RADICAL","ROSSI, CARLOS ALBERTO","REEMPLAZA A LA SENADORA RAIJER POR EXPIRACION DE MANDATO."
"MAQUEDA, JUAN CARLOS",278,"2001-12-10","2003-12-09","2001-12-10","2002-12-27","CÓRDOBA","JUSTICIALISTA","MONTOYA, JORGE LUCIANO","REEMPLAZA AL SENADOR MOLINARI ROMERO POR EXPIRACION DE MANDATO. RENUNCIA A LA PRESIDENCIA DEL SENADO EL 27/12/ 2002, PASA A SER MIEMBRO DE LA CORTE SUPREMA DE JUSTICIA."
"CURLETTI, MIRIAN BELÉN",284,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","CHACO","UNIÓN CÍVICA RADICAL","BIANCALANI, FABIO DARIO","REEMPLAZA AL SENADOR SAGER POR EXPIRACION DE MANDATO."
"VIUDES, ISABEL JOSEFA",281,"2001-12-10","2003-12-09","2001-12-10","2001-12-12","CORRIENTES","JUSTICIALISTA",NA,"REEMPLAZA AL SENADOR JOSE ANTONIO ROMERO FERIS Y. RENUNCIÓ EL 12/12/2001."
"PARDO, ÁNGEL FRANCISCO",222,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CORRIENTES","JUSTICIALISTA","SÁNCHEZ, MARÍA DORA","REELECTO. REEMPLAZA AL SENADOR PRUYAS."
"CHIAPPE, LÁZARO ALBERTO",282,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","CORRIENTES","LIBERAL DE CORRIENTES","RÍOS, ROBERTO FABIÁN","REEMPLAZA AL SENADOR PARDO POR EXPIRACION DE MANDATO."
"BUSTI, JORGE PEDRO",289,"2001-12-10","2007-12-09","2001-12-10","2003-12-04","ENTRE RÍOS","JUSTICIALISTA","MARTÍNEZ PASS DE CRESTO, LAURA","REEMPLAZA AL SENADOR ALASINO POR EXPIRACION DE MANDATO."
"BORTOLOZZI, ADRIANA RAQUEL",354,"2005-12-10","2011-12-09","2005-12-10","2011-12-09","FORMOSA","ALIANZA FRENTE PARA LA VICTORIA","DE LA ROSA, MARÍA GRACIELA",NA
"VIGO, ÉLIDA MARÍA",361,"2005-12-10","2011-12-09","2005-12-10","2011-12-09","MISIONES","FRENTE RENOVADOR DE LA CONCORDIA","CABRAL, SALVADOR",NA
"BAR, GRACIELA YOLANDA",290,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","ENTRE RÍOS","JUSTICIALISTA","OSUNA, BLANCA INES","REEMPLAZA AL SENADOR MAYA POR EXPIRACION DE MANDATO."
"TAFFAREL, RICARDO CÉSAR",291,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","ENTRE RÍOS","UNIÓN CÍVICA RADICAL","VERA, ARTURO","REEMPLAZA AL SENADOR ALCIDES HUMBERTO LOPEZ POR EXPIRACION DE MANDATO."
"MAYANS, JOSÉ MIGUEL ÁNGEL",294,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","FORMOSA","JUSTICIALISTA","MAYANS, JOSÉ MIGUEL ÁNGEL","REEMPLAZA AL SENADOR BRANDA POR EXPIRACION DE MANDATO."
"PAZ, ELVA AZUCENA",293,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","FORMOSA","JUSTICIALISTA","BORTOLOZZI, ADRIANA RAQUEL","REEMPLAZA AL SENADOR MANUEL AUGUSTO RODRIGUEZ POR EXPIRACION DE MANDATO."
"LESCANO, MARCELA FABIANA",292,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","FORMOSA","UNIÓN CÍVICA RADICAL","PETCOFF NAIDENOFF, LUIS CARLOS","REEMPLAZA AL SENADOR MAGLIETTI POR EXPIRACION DE MANDATO."
"ARANCIO de BELLER, LYLIA MÓNICA",296,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","JUJUY","UNIÓN CÍVICA RADICAL","FELLNER, LILIANA BEATRIZ","REEMPLAZA AL SENADOR CABANA."
"JENEFES, GUILLERMO RAÚL",297,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","JUJUY","JUSTICIALISTA","JENEFES, GUILLERMO RAÚL","REEMPLAZA AL SENADOR SALUM."
"MORALES, GERARDO RUBÉN",295,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","JUJUY","UNIÓN CÍVICA RADICAL","MORALES, GERARDO RUBÉN","REEMPLAZA AL SENADOR TELL."
"VERNA, CARLOS ALBERTO",94,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","LA PAMPA","JUSTICIALISTA","MARÍN, RUBÉN HUGO","REELECTO."
"GOMEZ de BERTONE, DEOLIDE CARMEN",298,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","LA PAMPA","JUSTICIALISTA","GALLEGO, SILVIA ESTER","REEMPLAZA AL SENADOR MARTINEZ ALMUDEBAR."
"PASSO, JUAN CARLOS",299,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","LA PAMPA","UNIÓN CÍVICA RADICAL","MARINO, JUAN CARLOS","REEMPLAZA AL SENADOR ROSTAN POR EXPIRACION DE MANDATO."
"MENEM, EDUARDO",27,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","LA RIOJA","JUSTICIALISTA","QUINTELA, TERESITA NICOLASA","REELECTO."
"YOMA, JORGE RAÚL",230,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","LA RIOJA","JUSTICIALISTA","MENEM, CARLOS SAÚL","REEMPLAZA AL SENADOR GALVAN POR EXPIRACION DE MANDATO."
"MAZA, ADA MERCEDES",300,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","LA RIOJA","JUSTICIALISTA","MAZA, ADA MERCEDES","REEMPLAZA AL SENADOR YOMA POR EXPIRACION DE MANDATO."
"PARDAL, JORGE ALBERTO",301,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","MENDOZA","JUSTICIALISTA","JAQUE, CELSO ALEJANDRO","REEMPLAZA AL SENADOR BAUZA POR EXPIRACION DE MANDATO."
"PERCEVAL, MARÍA CRISTINA",302,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","MENDOZA","JUSTICIALISTA","PERCEVAL, MARÍA CRISTINA","REEMPLAZA AL SENADOR DE LA ROSA POR EXPIRACION DE MANDATO."
"BAGLINI, RAÚL EDUARDO",303,"2001-12-10","2003-12-09","2001-12-10","2003-12-09","MENDOZA","UNIÓN CÍVICA RADICAL","SANZ, ERNESTO RICARDO","REEMPLAZA AL SENADOR GENOUD POR EXPIRACION DE MANDATO."
"LOSADA, MARIO ANÍBAL",20,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","MISIONES","UNIÓN CÍVICA RADICAL","VIANA, LUIS ALBERTO","REELECTO."
"OVIEDO, MERCEDES MARGARITA",305,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","MISIONES","JUSTICIALISTA","VIGO, ÉLIDA MARÍA","REEMPLAZA AL SENADOR ANIBAL LOSADA (h)"
"PUERTA, FEDERICO RAMÓN",304,"2001-12-10","2005-12-09","2001-12-10","2005-12-09","MISIONES","JUSTICIALISTA","CLOSS, MAURICE FABIÁN","REEMPLAZA AL SENADOR HUMADA."
"SAPAG, LUZ MARÍA",307,"2001-12-10","2007-12-09","2001-12-10","2007-12-09","NEUQUÉN","MOVIMIENTO POPULAR NEUQUINO","PARRILLI, NANCI MARIA AGUSTINA","REEMPLAZA AL SENADOR FELIPE RODOLFO SAPAG."
